ID Cliente;Escolaridade;Tem Filhos;Salário;Idade;Estado;Estado Civil;Profissão;Hobbies (Código);Número de Cartões de Crédito
895;Superior;Sim;5137.94;34.54;RJ;Divorciado;Estudante;ZCCP;2
896;Fundamental;Não;2406.99;40.27;PR;Casado;Engenheiro;SH;2
897;Pós-Graduação;Sim;7701.56;64.96;PB;Divorciado;Empresário;HHS;2
898;Superior;Sim;2108.47;23.75;AL;Solteiro;Engenheiro;LZLWI;0
899;Pós-Graduação;Não;6077.33;60.87;PR;Solteiro;Médico;X;0
900;Fundamental;Sim;4084.58;76.87;DF;Divorciado;Engenheiro;IM;3
901;Médio;Sim;5935.03;29.69;GO;Viúvo;Advogado;XE;2
902;Fundamental;Sim;7983.56;38.5;AM;Solteiro;Médico;AKLMP;3
903;Superior;Não;4538.23;37.85;RS;Divorciado;Engenheiro;VFL;1
904;Médio;Sim;4714.13;54.98;PR;Casado;Estudante;M;1
905;Superior;Sim;1247.53;70.77;SP;Viúvo;Estudante;P;0
906;Médio;Não;4335.05;57.33;MS;Viúvo;Empresário;NJO;2
907;Pós-Graduação;Sim;3065.03;51.86;MT;Casado;Engenheiro;ZDM;3
908;Médio;Não;6215.95;42.77;PB;Solteiro;Engenheiro;IGF;2
909;Médio;Não;2652.84;60.86;RJ;Casado;Artista;LSSH;1
910;Médio;Não;1945.85;30.21;AM;Divorciado;Advogado;RYV;1
911;Médio;Sim;7372.31;50.97;RO;Divorciado;Médico;ABT;0
912;Médio;Não;2533.74;78.73;ES;Divorciado;Outros;YP;1
913;Superior;Sim;4254.43;43.83;MT;Viúvo;Professor;OMJQY;1
914;Pós-Graduação;Não;5830.2;48.62;AL;Divorciado;Engenheiro;F;3
915;Pós-Graduação;Não;8974.56;30.04;RS;Solteiro;Advogado;WEZIQ;0
916;Fundamental;Sim;4516.35;31.65;AM;Viúvo;Professor;Y;1
917;Pós-Graduação;Não;5510.92;48.5;PI;Solteiro;Empresário;EMUH;0
918;Pós-Graduação;Sim;3914.82;27.73;PB;Solteiro;Advogado;PDDT;0
919;Superior;Não;9708.8;24.27;AL;Solteiro;Artista;O;2
920;Superior;Sim;6009.82;32.83;RO;Solteiro;Empresário;CEJMW;3
921;Médio;Sim;4705.55;37.94;AM;Solteiro;Professor;M;1
922;Fundamental;Sim;6997.76;72.09;DF;Casado;Empresário;J;3
923;Médio;Sim;7274.54;46.94;AP;Divorciado;Professor;WYCN;2
924;Pós-Graduação;Não;6658.9;80.0;RO;Solteiro;Outros;YFARX;2
925;Superior;Sim;5597.2;64.37;AM;Viúvo;Outros;SNQ;0
926;Fundamental;Sim;5736.37;76.34;TO;Divorciado;Empresário;TODC;3
927;Superior;Não;3914.49;60.32;AC;Casado;Engenheiro;LCI;3
928;Médio;Não;1892.59;66.54;AP;Solteiro;Engenheiro;TSW;0
929;Pós-Graduação;Não;9816.53;65.98;SP;Casado;Estudante;SIAR;3
930;Superior;Não;1947.14;23.89;AL;Casado;Advogado;T;2
931;Pós-Graduação;Sim;7525.95;41.31;AM;Casado;Outros;CMBQ;0
932;Pós-Graduação;Não;7749.32;25.16;RO;Casado;Professor;CTEFU;1
933;Fundamental;Não;9281.13;31.85;BA;Viúvo;Outros;D;1
934;Fundamental;Sim;5552.47;38.3;AP;Divorciado;Professor;G;2
935;Médio;Não;5995.71;37.87;RN;Divorciado;Estudante;RG;1
936;Médio;Não;8762.09;40.12;TO;Divorciado;Empresário;AXI;1
937;Pós-Graduação;Não;6955.12;29.37;RS;Viúvo;Professor;Y;0
938;Pós-Graduação;Sim;4759.62;28.72;RN;Casado;Professor;NMEQP;2
939;Médio;Sim;3673.06;28.77;PI;Divorciado;Engenheiro;MKJ;0
940;Fundamental;Não;4891.73;26.99;GO;Divorciado;Estudante;UYA;2
941;Pós-Graduação;Não;4167.53;35.43;CE;Solteiro;Artista;XO;3
942;Fundamental;Sim;5652.78;44.88;RR;Viúvo;Outros;MAWR;2
943;Superior;Não;3273.66;40.02;GO;Viúvo;Outros;JEKI;1
944;Médio;Sim;6627.89;63.37;MG;Divorciado;Engenheiro;LU;3
945;Médio;Sim;9378.14;19.27;SC;Casado;Artista;TPOLH;3
946;Médio;Sim;5750.66;26.51;SP;Casado;Engenheiro;PSG;2
947;Fundamental;Não;3158.99;75.83;MG;Divorciado;Artista;OR;3
948;Fundamental;Sim;9885.77;32.18;ES;Casado;Artista;MGX;1
949;Fundamental;Sim;6970.45;72.33;MG;Viúvo;Empresário;PYYRR;3
950;Pós-Graduação;Sim;6797.33;51.9;MA;Casado;Professor;R;1
951;Pós-Graduação;Sim;3976.96;54.86;MG;Solteiro;Professor;DP;2
952;Superior;Sim;9048.01;31.15;MG;Casado;Empresário;GQCH;0
953;Médio;Sim;6688.56;53.48;DF;Divorciado;Médico;RLS;0
954;Superior;Não;9418.08;72.77;PI;Viúvo;Médico;QEIEV;0
955;Pós-Graduação;Sim;6292.08;41.31;RJ;Casado;Advogado;WFW;1
956;Médio;Não;7068.62;40.36;RO;Viúvo;Estudante;PFLU;1
957;Médio;Sim;2960.76;26.17;RO;Divorciado;Artista;NOXIL;3
958;Médio;Não;1972.51;33.99;ES;Solteiro;Outros;VNZWK;3
959;Fundamental;Não;2018.5;63.27;SE;Casado;Artista;BE;3
960;Médio;Não;3741.44;60.97;MG;Divorciado;Estudante;NCSG;3
961;Superior;Sim;4166.09;60.96;RJ;Viúvo;Advogado;DX;1
962;Superior;Sim;4822.84;34.36;PA;Divorciado;Estudante;XXGET;2
963;Pós-Graduação;Sim;8413.93;47.1;DF;Divorciado;Empresário;B;0
964;Superior;Não;6020.58;59.17;RR;Solteiro;Professor;U;3
965;Médio;Sim;6555.18;55.68;RR;Divorciado;Médico;NCN;0
966;Pós-Graduação;Não;3551.56;27.82;AP;Casado;Artista;D;0
967;Superior;Não;8652.29;21.63;TO;Casado;Engenheiro;BNYJN;2
968;Médio;Sim;7750.98;76.23;GO;Viúvo;Artista;XST;1
969;Médio;Não;4294.45;41.39;PI;Casado;Outros;YUK;0
970;Médio;Não;7263.39;51.32;RJ;Casado;Outros;EAR;3
971;Fundamental;Sim;5566.64;79.84;TO;Casado;Engenheiro;OKC;0
972;Superior;Sim;9234.59;26.79;MS;Divorciado;Estudante;UI;2
973;Médio;Sim;8291.53;32.18;ES;Solteiro;Advogado;WJ;2
974;Superior;Não;2009.51;51.31;AL;Casado;Advogado;QQC;2
975;Fundamental;Sim;8496.63;70.48;GO;Casado;Engenheiro;QIDNI;2
976;Pós-Graduação;Não;5642.85;67.51;PR;Casado;Empresário;VRTC;0
977;Fundamental;Sim;6906.53;41.0;RS;Divorciado;Professor;J;0
978;Fundamental;Não;2299.95;55.52;PR;Casado;Engenheiro;LBKO;1
979;Superior;Não;8404.06;72.54;RS;Casado;Outros;ZOIII;1
980;Fundamental;Sim;1200.11;49.46;GO;Viúvo;Advogado;OTFSW;1
981;Pós-Graduação;Sim;9413.09;65.94;GO;Viúvo;Outros;JIFD;1
982;Superior;Sim;3681.3;53.99;RR;Solteiro;Professor;ZXG;2
983;Fundamental;Sim;2025.8;76.7;SP;Divorciado;Professor;QFK;2
984;Médio;Sim;1947.22;74.8;SC;Divorciado;Outros;ONZFD;1
985;Médio;Não;3443.2;23.28;RS;Divorciado;Professor;MY;2
986;Superior;Sim;6143.72;55.44;RN;Casado;Artista;OY;0
987;Pós-Graduação;Sim;3524.54;53.99;PE;Casado;Outros;Y;1
988;Médio;Não;3798.33;39.77;RO;Divorciado;Artista;TLT;3
989;Pós-Graduação;Sim;7978.14;47.67;PB;Divorciado;Estudante;ZGF;1
990;Superior;Sim;7286.55;20.37;PI;Viúvo;Estudante;ZBFI;1
991;Médio;Sim;8711.78;35.44;AL;Casado;Professor;EZTG;3
992;Superior;Sim;3131.41;36.05;TO;Solteiro;Professor;ZOKY;0
993;Superior;Sim;7124.57;72.66;BA;Viúvo;Estudante;YYFEP;3
994;Pós-Graduação;Sim;9491.16;38.89;ES;Casado;Advogado;BAXV;3
995;Superior;Não;1579.75;37.22;RR;Solteiro;Artista;QVS;0
996;Pós-Graduação;Sim;1909.73;50.68;PR;Solteiro;Médico;E;0
997;Superior;Não;2840.6;76.02;GO;Divorciado;Advogado;QVIF;2
998;Superior;Não;5600.81;34.81;GO;Solteiro;Artista;MFPJ;2
999;Médio;Não;1047.1;26.48;RO;Casado;Outros;VRTPP;3
1000;Pós-Graduação;Não;8209.55;53.0;DF;Viúvo;Professor;LJ;2
1001;Pós-Graduação;Sim;5291.15;55.93;AC;Divorciado;Engenheiro;WWS;3
1002;Fundamental;Não;6235.31;78.75;DF;Solteiro;Outros;TCTBU;0
1003;Médio;Não;9506.96;46.62;PI;Viúvo;Artista;HR;0
1004;Médio;Não;5824.66;25.42;RS;Solteiro;Advogado;PM;1
1005;Pós-Graduação;Não;5088.49;74.81;AC;Viúvo;Artista;MBWXN;3
1006;Fundamental;Sim;9363.08;49.53;RJ;Casado;Outros;ICM;3
1007;Superior;Sim;4965.86;66.7;RN;Solteiro;Engenheiro;G;2
1008;Pós-Graduação;Não;4655.15;67.31;BA;Solteiro;Estudante;B;1
1009;Pós-Graduação;Sim;9850.72;58.65;TO;Solteiro;Médico;QV;1
1010;Médio;Não;2184.61;20.61;MG;Solteiro;Engenheiro;MT;1
1011;Médio;Não;7990.44;33.24;AP;Casado;Médico;H;3
1012;Superior;Não;8062.91;63.76;AL;Solteiro;Engenheiro;KUJ;2
1013;Fundamental;Sim;1794.97;20.32;RS;Viúvo;Advogado;RRQA;2
1014;Médio;Não;9923.57;79.15;PE;Solteiro;Artista;H;3
1015;Médio;Não;4729.07;53.33;CE;Viúvo;Artista;ZKPA;2
1016;Médio;Não;7174.61;41.13;SC;Casado;Outros;VYNYV;2
1017;Médio;Não;4678.62;51.47;RN;Solteiro;Advogado;QCUF;3
1018;Superior;Sim;8895.74;35.95;CE;Divorciado;Artista;LKJDZ;1
1019;Médio;Sim;3865.86;73.43;CE;Solteiro;Médico;K;2
1020;Pós-Graduação;Sim;4144.14;57.08;PR;Divorciado;Advogado;YG;2
1021;Médio;Sim;4861.06;75.26;MA;Solteiro;Empresário;XYT;0
1022;Pós-Graduação;Não;6850.27;19.66;GO;Solteiro;Médico;YAV;2
1023;Pós-Graduação;Não;2015.33;65.36;RR;Viúvo;Professor;PMJE;0
1024;Médio;Não;2220.61;59.8;CE;Solteiro;Empresário;KII;3
1025;Fundamental;Sim;3185.13;74.12;AC;Casado;Outros;WRG;3
1026;Fundamental;Sim;5419.43;34.96;RR;Divorciado;Artista;LLTZO;3
1027;Médio;Não;1982.18;21.55;RS;Divorciado;Professor;EFV;2
1028;Médio;Sim;5265.77;34.24;PI;Divorciado;Professor;BYP;1
1029;Médio;Sim;6515.8;73.03;AL;Casado;Empresário;YV;3
1030;Fundamental;Sim;5614.35;71.19;ES;Viúvo;Engenheiro;TE;3
1031;Pós-Graduação;Não;5470.49;19.97;PA;Casado;Advogado;HHS;3
1032;Superior;Sim;2432.96;49.81;RS;Divorciado;Engenheiro;HOPCL;2
1033;Superior;Sim;9774.55;34.43;PE;Viúvo;Artista;LS;3
1034;Médio;Sim;1367.11;27.68;MS;Solteiro;Empresário;X;3
1035;Pós-Graduação;Não;8735.22;46.74;BA;Solteiro;Artista;HBN;0
1036;Pós-Graduação;Sim;4386.96;28.09;RN;Viúvo;Estudante;MTT;1
1037;Fundamental;Sim;9727.98;28.52;SP;Solteiro;Médico;F;2
1038;Superior;Sim;4830.99;38.97;PA;Divorciado;Empresário;FTW;1
1039;Pós-Graduação;Não;1894.7;58.3;PR;Solteiro;Engenheiro;ZP;2
1040;Médio;Sim;7572.16;68.37;GO;Viúvo;Advogado;PKXF;0
1041;Pós-Graduação;Não;7780.11;31.45;MT;Casado;Artista;DZME;1
1042;Médio;Sim;4395.25;23.62;GO;Viúvo;Empresário;YVOZ;3
1043;Superior;Sim;5208.26;74.98;MS;Viúvo;Advogado;JP;2
1044;Médio;Não;8303.94;48.5;CE;Solteiro;Estudante;IOLR;2
1045;Superior;Sim;6562.99;29.19;AC;Solteiro;Médico;UGH;3
1046;Fundamental;Sim;7986.66;26.11;RN;Divorciado;Professor;AQZ;2
1047;Médio;Não;5232.43;25.31;BA;Casado;Médico;QQEJP;0
1048;Pós-Graduação;Não;4666.28;39.23;RO;Viúvo;Professor;JBMB;1
1049;Superior;Não;5525.97;44.28;AP;Solteiro;Estudante;ZEVVT;3
1050;Pós-Graduação;Não;2807.79;56.5;AL;Casado;Artista;YBXTF;0
1051;Fundamental;Sim;6156.01;56.67;PE;Viúvo;Artista;RD;2
1052;Fundamental;Não;8254.22;69.11;GO;Viúvo;Engenheiro;RJ;1
1053;Pós-Graduação;Não;5511.5;55.88;PI;Solteiro;Engenheiro;WBBK;2
1054;Fundamental;Não;6834.76;49.02;PB;Solteiro;Empresário;QTL;1
1055;Fundamental;Não;2380.89;53.52;PR;Divorciado;Empresário;SR;1
1056;Pós-Graduação;Sim;4250.93;49.7;SE;Solteiro;Estudante;EMI;3
1057;Fundamental;Não;3401.36;65.9;AP;Casado;Empresário;QI;0
1058;Médio;Sim;1666.33;55.15;MA;Casado;Engenheiro;JAC;0
1059;Fundamental;Não;1981.45;24.4;AL;Divorciado;Engenheiro;QEZPB;2
1060;Médio;Não;4109.09;61.04;MA;Viúvo;Professor;UGME;0
1061;Superior;Sim;7223.69;64.0;RS;Divorciado;Estudante;MELMC;0
1062;Médio;Sim;9213.97;45.89;RS;Solteiro;Advogado;PI;3
1063;Superior;Sim;9985.12;57.09;RR;Casado;Outros;AC;1
1064;Médio;Não;1144.68;46.79;RN;Viúvo;Professor;BCVZ;1
1065;Médio;Sim;3370.2;57.64;AL;Viúvo;Estudante;VEF;3
1066;Médio;Sim;9230.11;20.05;CE;Casado;Médico;BG;3
1067;Pós-Graduação;Sim;8039.15;24.03;PI;Divorciado;Advogado;D;3
1068;Fundamental;Sim;8306.66;34.3;SE;Solteiro;Artista;B;3
1069;Fundamental;Não;6236.47;23.35;MS;Viúvo;Empresário;GH;3
1070;Fundamental;Não;6564.6;72.49;MA;Viúvo;Médico;JFX;0
1071;Médio;Não;5284.42;21.01;TO;Solteiro;Estudante;QTN;2
1072;Pós-Graduação;Não;7293.68;50.97;RS;Casado;Engenheiro;YO;0
1073;Superior;Não;3214.39;77.16;MS;Viúvo;Outros;IJ;3
1074;Médio;Sim;9387.83;41.19;GO;Casado;Médico;MXX;1
1075;Médio;Sim;8437.91;33.1;PA;Casado;Artista;REEW;3
1076;Pós-Graduação;Sim;8404.82;34.85;PE;Solteiro;Médico;ZG;3
1077;Pós-Graduação;Sim;9405.11;56.87;PE;Casado;Advogado;ZC;2
1078;Médio;Sim;8387.11;66.88;RO;Divorciado;Médico;WKFM;2
1079;Fundamental;Sim;9456.69;23.29;PR;Viúvo;Estudante;IZ;0
1080;Pós-Graduação;Não;8552.68;58.61;RN;Solteiro;Professor;HAV;3
1081;Fundamental;Sim;5531.35;31.17;SE;Casado;Empresário;JJWAJ;3
1082;Pós-Graduação;Não;6421.56;30.96;PR;Solteiro;Estudante;PWV;2
1083;Fundamental;Não;7623.42;62.34;SE;Solteiro;Engenheiro;B;3
1084;Superior;Não;8560.89;48.11;RN;Casado;Engenheiro;EKC;1
1085;Fundamental;Não;2569.84;45.94;RJ;Solteiro;Médico;ZQOJ;1
1086;Médio;Não;6550.93;63.08;GO;Viúvo;Professor;WE;2
1087;Pós-Graduação;Sim;1384.28;23.88;RR;Solteiro;Advogado;B;3
1088;Médio;Não;3915.04;60.51;AM;Solteiro;Artista;LJT;0
1089;Médio;Sim;9365.43;44.41;AC;Viúvo;Empresário;PE;0
1090;Médio;Sim;3001.58;46.17;PI;Viúvo;Outros;P;1
1091;Médio;Não;2126.24;67.05;RJ;Solteiro;Artista;M;0
1092;Médio;Sim;4187.36;52.63;AM;Viúvo;Engenheiro;C;0
1093;Médio;Sim;5227.73;67.86;RJ;Viúvo;Engenheiro;VRD;1
1094;Fundamental;Não;8362.81;77.34;MG;Casado;Outros;YUFSD;3
1095;Superior;Sim;7549.17;75.03;MT;Solteiro;Advogado;LAGXP;3
1096;Superior;Sim;2781.27;64.67;PR;Divorciado;Estudante;Y;2
1097;Fundamental;Não;7233.98;21.7;TO;Casado;Outros;XB;1
1098;Médio;Não;6827.76;68.61;PI;Divorciado;Empresário;M;2
1099;Médio;Sim;3530.63;74.02;AL;Viúvo;Professor;WO;1
1100;Fundamental;Sim;1809.47;32.68;CE;Viúvo;Outros;B;1
1101;Superior;Sim;4197.06;68.79;RS;Viúvo;Empresário;QXPTK;3
1102;Superior;Não;6723.54;70.3;PA;Divorciado;Empresário;W;2
1103;Superior;Sim;1907.89;78.84;RN;Viúvo;Empresário;HCV;3
1104;Fundamental;Sim;9648.94;79.42;MS;Casado;Estudante;SVIZ;3
1105;Médio;Sim;8137.91;30.67;PA;Viúvo;Médico;SN;3
1106;Superior;Não;6692.05;19.3;AC;Viúvo;Engenheiro;IRF;0
1107;Fundamental;Não;6364.26;79.61;PI;Viúvo;Médico;YM;1
1108;Fundamental;Não;7493.24;42.7;GO;Solteiro;Estudante;X;0
1109;Superior;Não;5116.7;76.28;SP;Casado;Artista;UZFPZ;1
1110;Fundamental;Sim;7962.04;69.02;PR;Solteiro;Médico;NS;3
1111;Pós-Graduação;Sim;2730.52;48.69;AC;Casado;Estudante;WV;1
1112;Médio;Não;9227.68;19.56;CE;Divorciado;Outros;RAOT;0
1113;Superior;Não;3160.64;78.62;PR;Solteiro;Artista;L;1
1114;Superior;Sim;3867.76;42.79;TO;Solteiro;Artista;USH;2
1115;Pós-Graduação;Sim;3909.53;24.69;RN;Divorciado;Médico;HINQ;2
1116;Médio;Não;1290.64;19.79;MT;Solteiro;Outros;QMVUP;3
1117;Pós-Graduação;Sim;7469.08;74.33;SP;Viúvo;Empresário;ZXE;1
1118;Pós-Graduação;Sim;1469.29;46.9;MA;Casado;Outros;DPTIW;0
1119;Fundamental;Sim;5321.97;77.68;SC;Divorciado;Empresário;JJLTU;1
1120;Fundamental;Não;6760.73;48.55;PE;Casado;Outros;AI;3
1121;Fundamental;Não;8210.44;35.03;PE;Solteiro;Professor;XWNKA;1
1122;Fundamental;Sim;3480.22;31.66;PI;Solteiro;Artista;W;3
1123;Fundamental;Sim;6045.04;72.39;RR;Divorciado;Advogado;GSVUH;0
1124;Pós-Graduação;Não;1403.18;33.01;DF;Casado;Professor;GCUO;0
1125;Pós-Graduação;Não;5549.2;63.5;AC;Solteiro;Professor;ZHT;1
1126;Médio;Sim;5678.98;21.07;SE;Casado;Engenheiro;AMC;1
1127;Fundamental;Sim;2832.23;65.36;PR;Casado;Estudante;W;1
1128;Médio;Sim;9309.47;33.24;AM;Divorciado;Artista;CVYM;2
1129;Superior;Sim;6971.12;20.06;BA;Casado;Professor;YLBOA;3
1130;Médio;Sim;6814.7;61.05;SE;Solteiro;Outros;I;0
1131;Médio;Não;3018.41;34.97;TO;Casado;Médico;VCQF;2
1132;Médio;Sim;1086.89;19.7;PA;Divorciado;Médico;C;0
1133;Superior;Sim;2505.23;43.98;PI;Casado;Artista;UR;0
1134;Superior;Não;1457.21;61.76;DF;Solteiro;Médico;JMES;2
1135;Fundamental;Não;4844.33;38.57;AM;Viúvo;Engenheiro;N;1
1136;Pós-Graduação;Não;4666.22;58.0;MT;Viúvo;Empresário;WCRTW;3
1137;Fundamental;Não;6590.83;67.33;CE;Divorciado;Advogado;BJMHZ;0
1138;Fundamental;Não;4153.58;40.55;CE;Casado;Outros;SSR;3
1139;Superior;Sim;5589.46;29.22;RS;Casado;Engenheiro;TH;2
1140;Fundamental;Não;7442.38;30.7;PE;Viúvo;Professor;CVBXH;1
1141;Superior;Sim;6367.66;69.17;PE;Solteiro;Outros;INN;2
1142;Pós-Graduação;Não;2457.47;48.2;RR;Divorciado;Estudante;TYCS;3
1143;Pós-Graduação;Sim;6103.03;40.61;AC;Solteiro;Artista;UDAKL;3
1144;Superior;Não;1329.91;27.49;PR;Divorciado;Engenheiro;O;2
1145;Fundamental;Sim;4957.92;65.25;CE;Divorciado;Artista;JO;3
1146;Médio;Não;6463.63;65.74;AM;Solteiro;Advogado;RU;3
1147;Pós-Graduação;Sim;7206.5;70.06;RJ;Viúvo;Engenheiro;A;0
1148;Médio;Não;1684.7;76.93;CE;Solteiro;Advogado;G;2
1149;Superior;Não;1165.69;44.42;DF;Divorciado;Estudante;AD;2
1150;Superior;Não;8912.7;71.51;AP;Viúvo;Engenheiro;HPQPZ;3
1151;Pós-Graduação;Sim;7522.51;52.31;MA;Casado;Empresário;QMZTQ;2
1152;Superior;Não;1865.29;18.97;RO;Viúvo;Médico;EA;1
1153;Médio;Não;6395.39;26.71;MG;Divorciado;Advogado;ZBYM;1
1154;Médio;Sim;8672.74;59.8;PA;Solteiro;Engenheiro;B;1
1155;Médio;Sim;1521.38;19.77;SE;Casado;Engenheiro;ED;3
1156;Pós-Graduação;Sim;9605.95;32.48;AC;Divorciado;Empresário;L;3
1157;Superior;Não;2148.25;19.97;DF;Casado;Estudante;WQ;2
1158;Fundamental;Não;8629.65;48.3;RJ;Casado;Outros;D;1
1159;Fundamental;Não;1399.57;21.05;PA;Divorciado;Médico;S;1
1160;Pós-Graduação;Sim;5873.96;70.75;SE;Divorciado;Professor;PPKY;2
1161;Médio;Sim;6655.63;29.24;MS;Casado;Engenheiro;RSO;1
1162;Pós-Graduação;Não;2843.39;21.1;PR;Viúvo;Outros;OBMC;2
1163;Pós-Graduação;Não;6613.39;39.38;BA;Viúvo;Engenheiro;IUONJ;0
1164;Médio;Não;1404.66;23.43;AP;Solteiro;Médico;W;0
1165;Pós-Graduação;Não;1903.06;23.94;SP;Casado;Médico;I;1
1166;Superior;Sim;2482.82;19.9;MA;Solteiro;Advogado;YNGE;1
1167;Superior;Não;1691.45;72.61;SE;Divorciado;Advogado;B;1
1168;Superior;Não;2191.46;65.93;AP;Casado;Outros;UEMR;3
1169;Fundamental;Sim;9047.94;41.61;SP;Solteiro;Engenheiro;ZNEE;2
1170;Fundamental;Sim;7842.52;38.42;PR;Divorciado;Advogado;KUDME;1
1171;Pós-Graduação;Sim;9580.8;35.7;RJ;Casado;Engenheiro;ETX;1
1172;Médio;Não;4811.62;46.56;PE;Viúvo;Médico;GECB;1
1173;Médio;Sim;9149.18;19.05;PI;Solteiro;Artista;JYBW;0
1174;Pós-Graduação;Não;9059.27;53.42;TO;Solteiro;Empresário;SEKZ;0
1175;Pós-Graduação;Não;8997.97;18.28;RJ;Casado;Artista;SIKQ;3
1176;Médio;Não;8907.38;50.83;PB;Viúvo;Professor;VWJ;0
1177;Pós-Graduação;Sim;5464.47;38.56;TO;Viúvo;Estudante;DCQ;3
1178;Fundamental;Não;1324.79;64.48;RN;Casado;Empresário;PF;0
1179;Superior;Não;8519.04;23.33;GO;Solteiro;Empresário;WBETV;0
1180;Médio;Não;8592.8;30.89;BA;Casado;Empresário;NU;3
1181;Médio;Não;5588.85;18.26;SC;Solteiro;Artista;ACZV;2
1182;Fundamental;Não;7276.11;21.87;RN;Viúvo;Artista;TI;1
1183;Fundamental;Não;3320.02;39.07;RR;Casado;Outros;BK;0
1184;Superior;Não;5970.47;37.96;RO;Viúvo;Empresário;VJUG;2
1185;Superior;Sim;4363.79;23.44;RR;Divorciado;Artista;HK;0
1186;Médio;Sim;2730.13;30.19;RO;Solteiro;Engenheiro;BE;0
1187;Superior;Sim;6757.88;78.8;SC;Solteiro;Estudante;SHI;3
1188;Pós-Graduação;Sim;9714.17;70.17;PI;Divorciado;Estudante;OLLQM;0
1189;Superior;Não;7252.06;22.07;DF;Viúvo;Artista;WL;0
1190;Fundamental;Sim;1720.14;33.72;MG;Casado;Empresário;U;3
1191;Médio;Não;8043.79;79.98;SP;Casado;Outros;IR;0
1192;Fundamental;Sim;3941.5;69.95;MT;Solteiro;Outros;QSTL;0
1193;Pós-Graduação;Sim;3440.15;48.09;GO;Casado;Professor;JCNWV;3
1194;Superior;Sim;1122.83;75.37;AP;Casado;Médico;QCMQY;0
1195;Pós-Graduação;Não;8990.0;76.48;AL;Casado;Médico;FOCG;1
1196;Fundamental;Não;9596.52;67.87;GO;Viúvo;Empresário;X;0
1197;Superior;Não;3418.17;58.3;DF;Solteiro;Outros;CWJ;3
1198;Médio;Não;3601.57;71.55;SP;Solteiro;Engenheiro;G;3
1199;Superior;Não;3528.01;45.45;PE;Solteiro;Artista;TMVYJ;1
1200;Pós-Graduação;Não;4035.35;64.22;AP;Viúvo;Médico;TKMQD;2
1201;Médio;Não;5110.99;33.42;MS;Casado;Artista;LOAGF;3
1202;Pós-Graduação;Não;4662.37;71.67;CE;Viúvo;Professor;WPMZ;3
1203;Fundamental;Não;3560.32;56.68;GO;Viúvo;Artista;Q;0
1204;Médio;Não;9822.93;63.64;SC;Casado;Estudante;UEXMK;0
1205;Médio;Sim;5330.4;59.79;SC;Viúvo;Empresário;YUFC;2
1206;Médio;Não;6512.54;66.8;PI;Divorciado;Médico;N;0
1207;Superior;Sim;6805.02;46.73;RO;Viúvo;Professor;N;0
1208;Médio;Não;9827.41;70.15;MS;Divorciado;Outros;WQJQQ;2
1209;Superior;Sim;6162.7;31.31;RJ;Solteiro;Médico;MTPVL;3
1210;Médio;Não;3076.63;23.23;AM;Casado;Advogado;JCICN;0
1211;Superior;Não;9867.75;67.26;MS;Solteiro;Médico;BXNV;0
1212;Fundamental;Sim;1104.15;65.0;SE;Solteiro;Empresário;DBVQ;3
1213;Pós-Graduação;Sim;6338.13;59.32;SC;Viúvo;Advogado;IH;1
1214;Superior;Sim;8460.65;24.17;RR;Casado;Engenheiro;RCG;2
1215;Médio;Não;9298.01;61.08;PR;Casado;Advogado;VX;3
1216;Pós-Graduação;Sim;7390.08;57.98;SP;Viúvo;Outros;OPOY;3
1217;Pós-Graduação;Não;9894.0;55.39;AP;Divorciado;Médico;J;3
1218;Médio;Sim;3841.5;35.96;SP;Divorciado;Engenheiro;DMIGD;0
1219;Fundamental;Sim;4571.35;45.54;RN;Viúvo;Artista;GOKLW;2
1220;Superior;Não;1744.87;31.53;SE;Viúvo;Empresário;HOU;1
1221;Fundamental;Não;2125.81;76.62;TO;Casado;Outros;TY;0
1222;Médio;Sim;5854.41;51.4;PA;Viúvo;Artista;VELVT;1
1223;Pós-Graduação;Sim;8515.42;77.22;AM;Casado;Engenheiro;ANWY;1
1224;Pós-Graduação;Não;6653.75;70.3;PR;Viúvo;Empresário;N;3
1225;Médio;Não;7639.87;69.16;MT;Divorciado;Engenheiro;WNVHM;0
1226;Superior;Não;2669.91;56.5;MT;Casado;Outros;GCYI;3
1227;Superior;Não;6350.2;27.94;RN;Viúvo;Advogado;PH;0
1228;Superior;Não;6742.54;46.47;MT;Viúvo;Estudante;XPCAW;1
1229;Fundamental;Sim;3097.88;79.09;AL;Solteiro;Engenheiro;AXHZ;1
1230;Médio;Sim;6370.5;66.09;RJ;Casado;Artista;ZTJ;1
1231;Pós-Graduação;Sim;8117.08;26.06;BA;Divorciado;Outros;QJBY;3
1232;Médio;Não;7364.52;77.01;PI;Casado;Empresário;PIIV;1
1233;Fundamental;Sim;1711.89;36.48;TO;Solteiro;Outros;NV;2
1234;Fundamental;Sim;6948.66;20.79;AP;Casado;Advogado;SI;1
1235;Superior;Sim;5633.84;33.69;PI;Viúvo;Advogado;F;0
1236;Superior;Sim;9985.3;75.09;AM;Casado;Estudante;S;3
1237;Médio;Sim;6159.73;22.73;AP;Solteiro;Professor;HH;0
1238;Pós-Graduação;Sim;2437.89;66.1;SC;Viúvo;Médico;KSXXJ;1
1239;Fundamental;Não;1118.38;29.03;GO;Divorciado;Outros;Z;0
1240;Médio;Não;9684.38;27.23;RO;Casado;Professor;H;2
