cod_cliente;qtd_comprada;ativo;data_compra
4654;69;HGLG11.SA;2022-04-01
3732;43;BBDC4.SA;2022-03-03
961;59;VINO11.SA;2022-06-24
4779;76;BBDC4.SA;2022-04-19
4659;65;VINO11.SA;2022-09-09
657;72;B3SA3.SA;2022-03-17
4371;4;VALE3.SA;2022-04-22
1334;70;B3SA3.SA;2022-12-27
1701;24;FLRY3.SA;2022-05-31
4371;12;HGBS11.SA;2022-04-20
2047;36;FLRY3.SA;2022-09-27
1141;88;IRDM11.SA;2022-02-24
4256;92;VALE3.SA;2022-07-27
1777;4;RBVA11.SA;2022-05-20
4213;27;IRDM11.SA;2022-05-18
2376;39;VINO11.SA;2022-09-21
3174;40;BBDC4.SA;2022-05-10
2053;90;FLRY3.SA;2022-07-12
2055;100;BBDC4.SA;2022-03-15
925;23;B3SA3.SA;2022-07-18
3652;40;PETR4.SA;2022-07-06
3849;76;RBVA11.SA;2022-05-23
4128;75;IRDM11.SA;2022-07-12
3528;70;B3SA3.SA;2022-07-26
3517;44;VALE3.SA;2022-07-25
1999;71;PETR4.SA;2022-09-01
108;8;HGLG11.SA;2022-11-10
4184;44;RBVA11.SA;2022-11-17
1743;58;HGLG11.SA;2022-02-16
3197;41;IRDM11.SA;2022-02-21
2391;26;HGBS11.SA;2022-12-13
4718;41;PETR4.SA;2022-06-30
4993;81;IRDM11.SA;2022-10-11
906;74;RBVA11.SA;2022-12-02
498;27;VINO11.SA;2022-08-16
3276;65;IRDM11.SA;2022-05-12
519;88;HGLG11.SA;2022-03-30
2422;64;HGLG11.SA;2022-05-27
841;3;RBVA11.SA;2022-09-06
4395;54;MGLU3.SA;2022-08-03
2143;5;HGLG11.SA;2022-06-30
2293;16;HGBS11.SA;2022-11-01
3279;72;MGLU3.SA;2022-11-03
3246;98;MGLU3.SA;2022-05-30
1093;20;HGLG11.SA;2022-09-23
4953;88;HGBS11.SA;2022-03-17
1105;35;MGLU3.SA;2022-11-18
4692;45;RBVA11.SA;2022-12-26
2284;29;VINO11.SA;2022-11-04
2108;78;B3SA3.SA;2022-05-18
2310;5;HGBS11.SA;2022-11-01
278;36;PETR4.SA;2022-10-06
499;24;VALE3.SA;2022-03-16
1497;14;VINO11.SA;2022-10-11
2239;50;VINO11.SA;2022-02-09
2428;54;MGLU3.SA;2022-01-26
3742;72;MGLU3.SA;2022-03-23
752;68;HGBS11.SA;2022-02-24
837;100;IRDM11.SA;2022-11-09
4004;10;HGBS11.SA;2022-07-12
2494;20;MGLU3.SA;2022-05-23
778;96;MGLU3.SA;2022-07-06
4779;64;HGLG11.SA;2022-01-17
2154;53;VALE3.SA;2022-07-22
2251;89;HGLG11.SA;2022-10-18
4643;50;RBVA11.SA;2022-08-17
2926;60;IRDM11.SA;2022-10-04
1618;27;VALE3.SA;2022-01-17
4642;73;VALE3.SA;2022-10-03
1479;53;MGLU3.SA;2022-06-27
4386;20;FLRY3.SA;2022-10-19
3252;64;ITUB4.SA;2022-04-22
3196;82;MGLU3.SA;2022-06-09
215;22;B3SA3.SA;2022-08-26
2233;73;B3SA3.SA;2022-04-18
4203;6;HGBS11.SA;2022-12-06
164;22;VINO11.SA;2022-01-03
3243;20;FLRY3.SA;2022-10-04
2226;87;PETR4.SA;2022-08-10
2564;43;RBVA11.SA;2022-08-11
3481;87;B3SA3.SA;2022-04-22
1730;38;PETR4.SA;2022-09-08
3889;10;HGBS11.SA;2022-06-21
420;93;ITUB4.SA;2022-09-22
4163;49;RBVA11.SA;2022-02-18
4775;8;BBDC4.SA;2022-03-31
1921;28;PETR4.SA;2022-06-14
1244;9;B3SA3.SA;2022-07-14
636;63;BBDC4.SA;2022-06-10
1097;93;RBVA11.SA;2022-05-05
4426;27;HGBS11.SA;2022-03-04
240;87;MGLU3.SA;2022-06-10
2253;72;ITUB4.SA;2022-05-30
2609;38;ITUB4.SA;2022-11-23
2662;58;PETR4.SA;2022-09-26
2666;43;IRDM11.SA;2022-12-20
572;76;B3SA3.SA;2022-10-14
3355;56;B3SA3.SA;2022-09-16
4026;25;RBVA11.SA;2022-11-29
387;17;VINO11.SA;2022-09-06
4739;57;PETR4.SA;2022-10-25
1291;71;VALE3.SA;2022-11-23
1696;84;VALE3.SA;2022-12-29
143;31;ITUB4.SA;2022-02-10
2774;41;HGLG11.SA;2022-06-20
2405;14;MGLU3.SA;2022-04-22
1340;99;RBVA11.SA;2022-07-22
2828;52;HGLG11.SA;2022-07-21
2668;47;FLRY3.SA;2022-11-07
1820;60;VINO11.SA;2022-04-19
1844;10;HGLG11.SA;2022-09-08
3;46;PETR4.SA;2022-03-22
2423;98;RBVA11.SA;2022-09-02
3325;72;HGBS11.SA;2022-05-02
2456;14;VINO11.SA;2022-11-11
316;66;VINO11.SA;2022-12-02
2058;2;VINO11.SA;2022-03-23
1467;21;RBVA11.SA;2022-06-01
3379;51;IRDM11.SA;2022-11-01
3675;5;ITUB4.SA;2022-07-04
356;34;FLRY3.SA;2022-04-12
1862;15;PETR4.SA;2022-07-06
849;34;PETR4.SA;2022-09-30
6;39;FLRY3.SA;2022-09-26
4324;100;PETR4.SA;2022-10-13
1520;24;ITUB4.SA;2022-12-08
4684;43;ITUB4.SA;2022-12-05
1362;16;HGBS11.SA;2022-03-16
4714;79;BBDC4.SA;2022-02-09
2545;84;RBVA11.SA;2022-11-09
1104;88;FLRY3.SA;2022-05-02
2007;1;MGLU3.SA;2022-04-06
4245;94;FLRY3.SA;2022-01-05
1004;98;VINO11.SA;2022-03-25
2134;99;IRDM11.SA;2022-10-05
2589;23;HGLG11.SA;2022-01-07
4846;21;HGBS11.SA;2022-05-06
1320;13;HGBS11.SA;2022-01-31
1493;66;VALE3.SA;2022-03-29
4237;76;ITUB4.SA;2022-04-14
2376;2;B3SA3.SA;2022-07-12
538;38;VINO11.SA;2022-08-18
3233;13;MGLU3.SA;2022-08-01
775;29;HGBS11.SA;2022-05-25
651;6;PETR4.SA;2022-03-03
3483;54;VALE3.SA;2022-05-19
884;87;B3SA3.SA;2022-09-28
4375;43;VINO11.SA;2022-10-13
1842;99;B3SA3.SA;2022-08-16
1423;57;MGLU3.SA;2022-05-13
886;98;BBDC4.SA;2022-11-22
110;1;BBDC4.SA;2022-06-14
4936;64;VINO11.SA;2022-08-11
741;14;IRDM11.SA;2022-08-01
66;87;HGBS11.SA;2022-06-22
2951;70;RBVA11.SA;2022-12-27
4015;10;VALE3.SA;2022-10-19
3796;64;HGLG11.SA;2022-08-26
2481;85;IRDM11.SA;2022-09-06
229;9;VALE3.SA;2022-06-10
4251;65;HGBS11.SA;2022-03-15
2078;98;B3SA3.SA;2022-02-23
3193;66;VINO11.SA;2022-03-10
1301;94;IRDM11.SA;2022-05-13
2533;51;ITUB4.SA;2022-12-28
2274;19;PETR4.SA;2022-12-09
3443;50;IRDM11.SA;2022-08-23
1349;43;HGBS11.SA;2022-11-04
247;56;PETR4.SA;2022-08-24
3128;79;ITUB4.SA;2022-08-17
1580;64;IRDM11.SA;2022-01-18
4361;76;RBVA11.SA;2022-07-11
4670;40;FLRY3.SA;2022-04-11
1307;80;FLRY3.SA;2022-01-14
745;70;B3SA3.SA;2022-03-29
2268;13;RBVA11.SA;2022-05-24
4407;58;IRDM11.SA;2022-02-22
2877;95;PETR4.SA;2022-07-20
684;3;B3SA3.SA;2022-12-13
2712;25;IRDM11.SA;2022-09-05
633;86;ITUB4.SA;2022-07-27
78;92;PETR4.SA;2022-11-29
3103;100;ITUB4.SA;2022-05-17
1013;98;ITUB4.SA;2022-03-31
812;45;RBVA11.SA;2022-07-21
2540;8;BBDC4.SA;2022-02-07
2679;39;RBVA11.SA;2022-12-27
4577;71;RBVA11.SA;2022-05-31
10;86;HGLG11.SA;2022-07-08
908;40;VALE3.SA;2022-02-21
761;28;HGLG11.SA;2022-09-15
3596;56;ITUB4.SA;2022-05-06
4621;4;HGLG11.SA;2022-02-15
3862;20;BBDC4.SA;2022-11-07
3842;55;PETR4.SA;2022-10-06
1259;83;HGBS11.SA;2022-04-19
601;5;ITUB4.SA;2022-11-28
2737;30;B3SA3.SA;2022-02-15
4899;88;PETR4.SA;2022-03-22
4799;99;RBVA11.SA;2022-10-19
4314;6;B3SA3.SA;2022-05-31
4467;11;VINO11.SA;2022-06-10
4891;38;MGLU3.SA;2022-05-18
937;86;MGLU3.SA;2022-04-19
2162;2;B3SA3.SA;2022-09-21
4984;97;B3SA3.SA;2022-08-11
1563;34;VALE3.SA;2022-01-19
941;63;PETR4.SA;2022-02-11
4248;75;PETR4.SA;2022-06-20
1147;19;FLRY3.SA;2022-12-16
532;8;HGBS11.SA;2022-03-24
180;61;HGLG11.SA;2022-07-01
2770;33;RBVA11.SA;2022-07-29
2026;20;RBVA11.SA;2022-09-23
2812;47;ITUB4.SA;2022-05-16
2125;29;BBDC4.SA;2022-08-22
2632;80;IRDM11.SA;2022-01-07
266;69;ITUB4.SA;2022-03-18
978;39;MGLU3.SA;2022-01-21
1003;55;RBVA11.SA;2022-01-26
4329;88;B3SA3.SA;2022-03-11
1655;58;RBVA11.SA;2022-05-18
3497;19;ITUB4.SA;2022-03-28
2342;79;VINO11.SA;2022-05-24
2321;44;PETR4.SA;2022-09-21
4831;84;PETR4.SA;2022-12-29
1145;27;VINO11.SA;2022-09-29
4996;18;VINO11.SA;2022-06-02
3092;47;VALE3.SA;2022-11-24
1950;5;PETR4.SA;2022-02-04
4449;20;VINO11.SA;2022-05-02
2051;3;HGBS11.SA;2022-02-08
4356;64;FLRY3.SA;2022-11-04
3488;34;PETR4.SA;2022-07-15
4916;59;PETR4.SA;2022-02-10
2368;66;IRDM11.SA;2022-06-21
2807;30;B3SA3.SA;2022-07-18
2946;2;HGLG11.SA;2022-08-05
1634;29;HGBS11.SA;2022-01-25
2268;26;VINO11.SA;2022-03-03
4972;60;B3SA3.SA;2022-06-30
3105;48;IRDM11.SA;2022-11-01
4570;56;BBDC4.SA;2022-05-09
4546;14;MGLU3.SA;2022-05-23
1667;66;VALE3.SA;2022-02-11
200;6;RBVA11.SA;2022-02-03
3409;30;ITUB4.SA;2022-04-12
1662;94;B3SA3.SA;2022-01-31
3400;50;VALE3.SA;2022-05-02
4602;29;RBVA11.SA;2022-03-28
328;72;VINO11.SA;2022-12-27
397;59;MGLU3.SA;2022-12-14
444;29;ITUB4.SA;2022-10-10
4678;96;HGBS11.SA;2022-11-21
2863;16;VINO11.SA;2022-07-25
3126;66;RBVA11.SA;2022-09-14
2855;11;RBVA11.SA;2022-10-14
3102;91;ITUB4.SA;2022-08-22
878;100;MGLU3.SA;2022-04-13
4301;73;BBDC4.SA;2022-07-20
2615;88;IRDM11.SA;2022-12-08
2458;62;HGBS11.SA;2022-09-12
985;34;ITUB4.SA;2022-11-21
1204;31;FLRY3.SA;2022-03-07
1881;8;MGLU3.SA;2022-09-29
1650;3;RBVA11.SA;2022-01-11
3001;6;VINO11.SA;2022-04-19
572;85;IRDM11.SA;2022-06-15
460;90;HGLG11.SA;2022-07-21
4859;22;MGLU3.SA;2022-03-25
803;83;BBDC4.SA;2022-10-17
1588;74;BBDC4.SA;2022-01-20
1690;28;HGBS11.SA;2022-05-31
2494;23;IRDM11.SA;2022-07-07
1122;78;MGLU3.SA;2022-06-24
2665;20;HGBS11.SA;2022-09-08
3185;67;B3SA3.SA;2022-03-14
3780;31;BBDC4.SA;2022-01-06
3435;69;PETR4.SA;2022-02-09
2040;90;RBVA11.SA;2022-08-22
3589;74;HGLG11.SA;2022-12-02
1376;37;B3SA3.SA;2022-02-21
4362;80;MGLU3.SA;2022-10-21
3232;46;HGLG11.SA;2022-02-22
3070;10;FLRY3.SA;2022-10-04
2453;74;RBVA11.SA;2022-11-25
2713;68;ITUB4.SA;2022-01-07
2641;46;RBVA11.SA;2022-04-25
3075;68;ITUB4.SA;2022-07-11
2573;75;B3SA3.SA;2022-02-21
3154;62;RBVA11.SA;2022-03-31
3250;44;IRDM11.SA;2022-05-26
758;96;MGLU3.SA;2022-04-29
3375;95;FLRY3.SA;2022-03-02
4313;6;B3SA3.SA;2022-09-20
1006;6;FLRY3.SA;2022-08-31
464;37;B3SA3.SA;2022-04-14
421;68;VALE3.SA;2022-09-06
4280;78;B3SA3.SA;2022-09-29
3130;13;HGLG11.SA;2022-11-11
1764;25;HGBS11.SA;2022-10-10
3763;16;ITUB4.SA;2022-08-18
349;27;RBVA11.SA;2022-06-14
2220;56;B3SA3.SA;2022-02-17
3341;11;HGBS11.SA;2022-10-18
4474;40;RBVA11.SA;2022-07-01
2179;84;HGBS11.SA;2022-10-07
2155;67;MGLU3.SA;2022-07-15
317;64;HGLG11.SA;2022-12-27
4754;88;HGBS11.SA;2022-01-18
1047;93;HGLG11.SA;2022-02-09
3985;97;PETR4.SA;2022-06-29
66;8;VALE3.SA;2022-11-16
1977;71;IRDM11.SA;2022-09-15
3238;86;B3SA3.SA;2022-12-22
424;52;VINO11.SA;2022-07-08
1851;10;RBVA11.SA;2022-08-25
680;86;HGLG11.SA;2022-11-24
307;97;HGLG11.SA;2022-01-27
2514;23;VINO11.SA;2022-05-26
1954;87;FLRY3.SA;2022-05-04
2199;59;PETR4.SA;2022-05-18
2635;9;VALE3.SA;2022-02-08
2520;30;VALE3.SA;2022-07-20
252;66;ITUB4.SA;2022-03-14
3172;58;VINO11.SA;2022-11-16
1940;2;HGBS11.SA;2022-01-04
1272;60;PETR4.SA;2022-07-18
4708;81;PETR4.SA;2022-10-10
4772;57;ITUB4.SA;2022-04-19
1887;14;ITUB4.SA;2022-12-22
682;35;RBVA11.SA;2022-09-21
1426;9;VALE3.SA;2022-04-01
4657;42;VALE3.SA;2022-08-09
3911;84;MGLU3.SA;2022-10-13
3901;61;HGBS11.SA;2022-10-28
581;84;VINO11.SA;2022-02-25
891;50;ITUB4.SA;2022-10-21
1038;50;B3SA3.SA;2022-06-08
3385;38;MGLU3.SA;2022-11-28
3308;30;HGLG11.SA;2022-12-12
2133;47;B3SA3.SA;2022-10-13
4927;81;VINO11.SA;2022-03-30
2410;14;ITUB4.SA;2022-12-20
2466;58;BBDC4.SA;2022-12-23
3773;34;MGLU3.SA;2022-07-27
1266;14;PETR4.SA;2022-04-20
2191;84;MGLU3.SA;2022-11-14
2617;22;BBDC4.SA;2022-12-26
4995;48;VALE3.SA;2022-01-05
4550;46;VINO11.SA;2022-12-23
1894;81;VALE3.SA;2022-08-11
980;73;PETR4.SA;2022-08-09
4940;51;HGBS11.SA;2022-08-10
478;13;FLRY3.SA;2022-02-09
49;38;BBDC4.SA;2022-04-04
3490;39;B3SA3.SA;2022-10-10
4868;25;RBVA11.SA;2022-07-22
1417;16;ITUB4.SA;2022-04-05
4167;45;VALE3.SA;2022-03-11
2079;57;FLRY3.SA;2022-08-09
2148;69;RBVA11.SA;2022-03-09
383;13;PETR4.SA;2022-05-04
1951;70;FLRY3.SA;2022-03-11
2597;88;HGBS11.SA;2022-11-16
2793;37;PETR4.SA;2022-06-20
4369;95;VINO11.SA;2022-01-19
845;4;HGLG11.SA;2022-11-03
3569;53;MGLU3.SA;2022-08-11
4925;32;BBDC4.SA;2022-05-11
3383;91;B3SA3.SA;2022-08-23
2653;29;VALE3.SA;2022-04-05
4918;77;RBVA11.SA;2022-09-23
85;64;RBVA11.SA;2022-11-17
721;89;BBDC4.SA;2022-04-11
4456;6;MGLU3.SA;2022-12-09
403;98;HGBS11.SA;2022-03-03
408;83;RBVA11.SA;2022-07-12
2495;87;ITUB4.SA;2022-05-26
4078;36;RBVA11.SA;2022-07-22
4351;10;MGLU3.SA;2022-08-05
2442;60;ITUB4.SA;2022-11-07
3925;52;FLRY3.SA;2022-06-20
4444;82;HGBS11.SA;2022-04-25
4691;71;HGLG11.SA;2022-02-09
1446;47;MGLU3.SA;2022-04-11
4271;60;HGLG11.SA;2022-04-08
4606;35;HGBS11.SA;2022-08-08
2999;38;VALE3.SA;2022-09-02
4011;65;PETR4.SA;2022-03-14
1993;3;PETR4.SA;2022-07-18
4416;25;B3SA3.SA;2022-08-22
4252;29;RBVA11.SA;2022-02-18
1909;56;HGLG11.SA;2022-01-24
28;26;BBDC4.SA;2022-02-22
1804;5;ITUB4.SA;2022-08-10
3978;57;MGLU3.SA;2022-11-07
4886;93;ITUB4.SA;2022-03-29
2283;61;HGLG11.SA;2022-02-17
1462;74;VINO11.SA;2022-09-20
1798;62;HGLG11.SA;2022-12-01
270;7;HGLG11.SA;2022-04-01
1095;60;FLRY3.SA;2022-02-21
1472;44;RBVA11.SA;2022-09-26
1793;15;HGBS11.SA;2022-12-28
2601;29;PETR4.SA;2022-02-25
1267;42;FLRY3.SA;2022-01-12
3270;47;MGLU3.SA;2022-05-24
2008;22;FLRY3.SA;2022-04-18
43;62;ITUB4.SA;2022-06-01
4982;49;FLRY3.SA;2022-02-04
1029;20;HGBS11.SA;2022-07-11
3464;59;IRDM11.SA;2022-03-29
413;92;VALE3.SA;2022-09-20
2380;16;PETR4.SA;2022-08-05
115;70;FLRY3.SA;2022-02-25
4444;17;RBVA11.SA;2022-02-25
1899;17;VALE3.SA;2022-10-18
3784;98;RBVA11.SA;2022-07-11
445;91;RBVA11.SA;2022-11-08
2485;86;RBVA11.SA;2022-09-26
1875;3;MGLU3.SA;2022-12-22
1472;80;PETR4.SA;2022-04-11
3878;94;HGBS11.SA;2022-01-11
4517;100;VALE3.SA;2022-01-11
3272;71;VINO11.SA;2022-08-01
4989;26;FLRY3.SA;2022-05-19
1296;74;IRDM11.SA;2022-06-20
3199;90;VINO11.SA;2022-12-06
416;31;PETR4.SA;2022-05-11
3280;2;HGBS11.SA;2022-03-03
3531;81;FLRY3.SA;2022-04-22
3330;2;VALE3.SA;2022-07-29
3685;10;VALE3.SA;2022-11-07
1950;43;ITUB4.SA;2022-11-23
4426;10;VALE3.SA;2022-12-28
3006;59;B3SA3.SA;2022-03-11
4309;92;HGBS11.SA;2022-08-16
1590;91;RBVA11.SA;2022-12-23
2538;47;MGLU3.SA;2022-09-15
787;77;VALE3.SA;2022-12-14
3297;5;FLRY3.SA;2022-10-27
1884;92;VALE3.SA;2022-04-22
4119;56;FLRY3.SA;2022-04-22
2815;25;FLRY3.SA;2022-09-19
72;81;MGLU3.SA;2022-01-06
2269;67;RBVA11.SA;2022-04-27
4985;18;VINO11.SA;2022-11-23
4470;61;ITUB4.SA;2022-04-08
3372;40;VINO11.SA;2022-12-05
3311;35;HGLG11.SA;2022-12-27
1444;40;IRDM11.SA;2022-12-01
1326;45;VALE3.SA;2022-05-24
2259;7;RBVA11.SA;2022-06-03
3510;89;FLRY3.SA;2022-03-22
4438;17;HGLG11.SA;2022-02-18
823;25;HGBS11.SA;2022-11-23
4831;8;PETR4.SA;2022-08-17
1296;73;HGLG11.SA;2022-05-19
2539;81;B3SA3.SA;2022-03-28
1658;55;RBVA11.SA;2022-03-11
1625;2;VALE3.SA;2022-07-12
2470;78;IRDM11.SA;2022-08-10
1815;88;ITUB4.SA;2022-07-29
4959;5;HGLG11.SA;2022-01-25
3580;72;RBVA11.SA;2022-12-07
3652;2;BBDC4.SA;2022-07-07
1266;32;HGLG11.SA;2022-03-11
4993;99;PETR4.SA;2022-06-09
4160;26;VINO11.SA;2022-03-29
4501;56;VALE3.SA;2022-09-02
18;48;BBDC4.SA;2022-06-07
179;90;IRDM11.SA;2022-08-22
4156;26;IRDM11.SA;2022-09-26
1000;56;VINO11.SA;2022-01-14
2293;56;VINO11.SA;2022-09-26
4029;20;MGLU3.SA;2022-05-05
2285;49;B3SA3.SA;2022-02-10
4227;3;VALE3.SA;2022-06-20
1294;17;VINO11.SA;2022-02-04
1540;7;FLRY3.SA;2022-11-23
210;48;VALE3.SA;2022-08-16
724;22;PETR4.SA;2022-06-23
1707;83;MGLU3.SA;2022-10-11
4744;92;PETR4.SA;2022-08-05
3970;78;VINO11.SA;2022-07-11
806;29;ITUB4.SA;2022-11-23
533;85;HGLG11.SA;2022-05-05
1990;8;VALE3.SA;2022-03-30
826;3;MGLU3.SA;2022-05-17
843;30;HGLG11.SA;2022-01-07
3545;41;HGLG11.SA;2022-11-08
1875;47;VALE3.SA;2022-12-05
845;42;HGBS11.SA;2022-06-07
2612;70;BBDC4.SA;2022-01-21
209;67;IRDM11.SA;2022-05-20
3658;99;HGLG11.SA;2022-11-22
4291;72;RBVA11.SA;2022-09-28
4402;53;BBDC4.SA;2022-10-11
1812;42;RBVA11.SA;2022-10-14
3726;43;PETR4.SA;2022-02-02
3651;55;VINO11.SA;2022-06-07
2873;67;HGBS11.SA;2022-10-28
3653;79;ITUB4.SA;2022-06-27
3987;39;PETR4.SA;2022-03-23
3134;14;HGBS11.SA;2022-10-06
2720;48;HGLG11.SA;2022-09-22
4816;50;FLRY3.SA;2022-07-26
3124;91;PETR4.SA;2022-03-29
3707;90;HGBS11.SA;2022-07-08
395;73;PETR4.SA;2022-02-01
4113;92;RBVA11.SA;2022-10-17
1983;16;RBVA11.SA;2022-03-10
1296;78;B3SA3.SA;2022-10-24
3617;73;BBDC4.SA;2022-10-31
3561;86;B3SA3.SA;2022-04-20
2595;85;RBVA11.SA;2022-07-14
2542;14;VALE3.SA;2022-03-28
3688;77;ITUB4.SA;2022-09-23
1820;81;VALE3.SA;2022-08-19
1619;23;FLRY3.SA;2022-01-26
878;83;B3SA3.SA;2022-05-18
2308;67;HGBS11.SA;2022-11-16
3927;64;IRDM11.SA;2022-01-14
3941;16;MGLU3.SA;2022-09-14
4760;52;BBDC4.SA;2022-12-06
2897;12;MGLU3.SA;2022-07-25
2266;7;ITUB4.SA;2022-01-14
4615;24;HGLG11.SA;2022-12-27
761;61;BBDC4.SA;2022-02-10
4938;91;HGLG11.SA;2022-09-22
2117;69;VALE3.SA;2022-08-12
4747;85;MGLU3.SA;2022-06-28
1394;61;FLRY3.SA;2022-12-13
2061;8;PETR4.SA;2022-10-19
3830;81;PETR4.SA;2022-11-16
264;78;RBVA11.SA;2022-02-17
4476;1;B3SA3.SA;2022-07-15
2232;34;BBDC4.SA;2022-04-06
2691;45;PETR4.SA;2022-09-22
199;44;MGLU3.SA;2022-10-03
3745;42;HGLG11.SA;2022-01-19
1519;24;B3SA3.SA;2022-10-26
3307;96;RBVA11.SA;2022-09-16
3965;69;FLRY3.SA;2022-05-17
2388;13;FLRY3.SA;2022-02-10
3831;36;MGLU3.SA;2022-10-25
1689;84;B3SA3.SA;2022-02-10
4002;89;RBVA11.SA;2022-01-03
1311;6;VALE3.SA;2022-12-05
3454;1;VINO11.SA;2022-12-07
855;53;B3SA3.SA;2022-12-12
2372;50;HGLG11.SA;2022-05-05
4259;86;BBDC4.SA;2022-03-21
4180;1;VINO11.SA;2022-10-03
1554;5;ITUB4.SA;2022-01-06
886;11;VALE3.SA;2022-09-15
4923;24;BBDC4.SA;2022-01-20
4792;86;HGLG11.SA;2022-06-24
2377;99;HGBS11.SA;2022-10-31
657;31;RBVA11.SA;2022-06-28
2177;31;ITUB4.SA;2022-05-18
231;71;HGLG11.SA;2022-04-22
4846;29;PETR4.SA;2022-06-13
3815;55;HGBS11.SA;2022-03-31
2119;14;ITUB4.SA;2022-02-11
516;37;B3SA3.SA;2022-02-14
4082;54;VINO11.SA;2022-06-22
3922;1;IRDM11.SA;2022-03-08
957;77;MGLU3.SA;2022-12-12
2849;41;ITUB4.SA;2022-04-20
1553;16;PETR4.SA;2022-03-28
3595;98;MGLU3.SA;2022-10-06
4066;5;B3SA3.SA;2022-05-23
3254;35;MGLU3.SA;2022-05-18
4528;3;ITUB4.SA;2022-07-15
2216;9;BBDC4.SA;2022-01-31
3853;93;ITUB4.SA;2022-11-24
3550;7;B3SA3.SA;2022-05-18
4864;1;BBDC4.SA;2022-09-06
2743;73;VALE3.SA;2022-08-17
3609;97;FLRY3.SA;2022-07-07
772;57;RBVA11.SA;2022-10-28
3649;43;FLRY3.SA;2022-12-20
141;54;HGBS11.SA;2022-05-16
1695;42;IRDM11.SA;2022-03-11
2168;18;MGLU3.SA;2022-05-04
1523;52;VINO11.SA;2022-10-21
107;89;B3SA3.SA;2022-09-26
603;48;VALE3.SA;2022-03-23
4872;73;ITUB4.SA;2022-06-01
2849;4;ITUB4.SA;2022-01-25
4712;90;VALE3.SA;2022-07-14
4688;37;PETR4.SA;2022-08-26
3423;19;PETR4.SA;2022-09-30
777;84;VALE3.SA;2022-11-29
4588;40;IRDM11.SA;2022-08-22
2433;76;IRDM11.SA;2022-07-07
4413;69;PETR4.SA;2022-06-10
1379;36;BBDC4.SA;2022-12-01
3590;59;HGBS11.SA;2022-08-08
1784;55;B3SA3.SA;2022-07-05
244;51;PETR4.SA;2022-06-07
2657;43;PETR4.SA;2022-02-10
1535;18;VALE3.SA;2022-11-04
3162;87;BBDC4.SA;2022-07-20
58;46;ITUB4.SA;2022-10-04
4106;29;BBDC4.SA;2022-10-04
4938;8;IRDM11.SA;2022-09-27
545;5;IRDM11.SA;2022-12-23
3030;38;ITUB4.SA;2022-08-17
4383;18;MGLU3.SA;2022-04-22
1545;52;MGLU3.SA;2022-11-03
2117;91;PETR4.SA;2022-08-12
3945;18;B3SA3.SA;2022-01-03
1172;70;ITUB4.SA;2022-01-06
3334;59;BBDC4.SA;2022-12-15
558;43;B3SA3.SA;2022-07-22
4215;89;MGLU3.SA;2022-09-01
1663;91;FLRY3.SA;2022-08-19
3014;49;FLRY3.SA;2022-04-27
3512;77;ITUB4.SA;2022-11-07
2375;16;HGBS11.SA;2022-10-04
2069;75;VINO11.SA;2022-08-10
4379;66;VALE3.SA;2022-11-07
4460;49;B3SA3.SA;2022-10-25
3654;2;VINO11.SA;2022-01-24
4905;43;VALE3.SA;2022-12-23
2745;47;BBDC4.SA;2022-11-03
876;22;BBDC4.SA;2022-07-20
284;5;ITUB4.SA;2022-12-06
1316;96;VINO11.SA;2022-01-14
540;28;IRDM11.SA;2022-09-12
4366;2;HGLG11.SA;2022-09-02
2566;31;MGLU3.SA;2022-07-20
2621;62;MGLU3.SA;2022-11-07
32;89;FLRY3.SA;2022-05-09
4765;17;RBVA11.SA;2022-08-03
4079;98;PETR4.SA;2022-12-14
4247;7;IRDM11.SA;2022-09-16
3593;14;HGBS11.SA;2022-01-12
4659;86;BBDC4.SA;2022-05-16
1537;60;FLRY3.SA;2022-02-09
1689;69;VINO11.SA;2022-04-18
2520;2;VALE3.SA;2022-10-28
4914;58;VINO11.SA;2022-03-16
4213;26;RBVA11.SA;2022-11-23
3115;9;HGLG11.SA;2022-12-12
1032;82;IRDM11.SA;2022-11-21
4147;32;VALE3.SA;2022-03-23
875;15;VINO11.SA;2022-03-25
4114;72;HGLG11.SA;2022-08-17
207;52;PETR4.SA;2022-04-05
1077;27;VALE3.SA;2022-12-16
1166;58;MGLU3.SA;2022-06-03
4130;79;RBVA11.SA;2022-11-01
4096;9;HGBS11.SA;2022-11-03
620;56;IRDM11.SA;2022-03-08
1032;57;RBVA11.SA;2022-06-28
663;73;MGLU3.SA;2022-10-18
2262;38;IRDM11.SA;2022-07-06
1577;99;MGLU3.SA;2022-12-12
2412;58;PETR4.SA;2022-05-25
1716;27;BBDC4.SA;2022-10-10
4666;55;MGLU3.SA;2022-10-25
4701;6;VALE3.SA;2022-10-19
4009;63;IRDM11.SA;2022-03-18
3365;100;HGLG11.SA;2022-07-25
3887;73;MGLU3.SA;2022-01-13
2756;18;VINO11.SA;2022-02-17
3786;17;FLRY3.SA;2022-10-13
547;54;BBDC4.SA;2022-08-22
3658;7;HGLG11.SA;2022-10-27
4153;8;ITUB4.SA;2022-03-14
3359;81;MGLU3.SA;2022-03-04
4783;27;RBVA11.SA;2022-09-23
1451;64;IRDM11.SA;2022-11-08
2252;30;ITUB4.SA;2022-06-10
4350;65;HGLG11.SA;2022-06-28
2052;24;RBVA11.SA;2022-05-05
